Kombinacija,Ishod,Spin_profit,Total_profit 
"gro, gro, lim",Duple_vockice,-0.5,91.0
"tre, jag, tre",Duple_vockice,-0.5,90.5
"gro, nar, kes",fail,0.5,91.0
"lim, lim, tre",Duple_vockice,-0.5,90.5
"gro, src, tre",fail,0.5,91.0
"src, gro, lim",fail,0.5,91.5
"tre, src, tre",Duple_vockice,-0.5,91.0
"tre, lim, tre",Duple_vockice,-0.5,90.5
"tre, lim, kes",fail,0.5,91.0
"gro, kes, tre",fail,0.5,91.5
"jag, src, jag",Duple_vockice,-0.5,91.0
"nar, jag, jag",Duple_vockice,-0.5,90.5
"tre, gro, tre",Duple_vockice,-0.5,90.0
"src, nar, tre",fail,0.5,90.5
"jag, gro, tre",fail,0.5,91.0
"lim, nar, lim",Duple_vockice,-0.5,90.5
"src, jag, tre",fail,0.5,91.0
"jag, src, kes",fail,0.5,91.5
"jag, src, lim",fail,0.5,92.0
"tre, nar, jag",fail,0.5,92.5
"kes, lim, tre",fail,0.5,93.0
"tre, src, tre",Duple_vockice,-0.5,92.5
"tre, kes, kes",bonus_x2,0.5,93.0
"kes, src, tre",fail,0.5,93.5
"nar, gro, kes",fail,0.5,94.0
"src, jag, tre",fail,0.5,94.5
"tre, src, lim",fail,0.5,95.0
"gro, src, kes",fail,0.5,95.5
"tre, jag, tre",Duple_vockice,-0.5,95.0
"tre, lim, tre",Duple_vockice,-0.5,94.5
"tre, gro, nar",fail,0.5,95.0
"lim, lim, tre",Duple_vockice,-0.5,94.5
"src, jag, lim",fail,0.5,95.0
"src, gro, lim",fail,0.5,95.5
"lim, kes, tre",fail,0.5,96.0
"nar, jag, tre",fail,0.5,96.5
"lim, lim, tre",Duple_vockice,-0.5,96.0
"lim, tre, jag",fail,0.5,96.5
"lim, gro, jag",fail,0.5,97.0
"tre, gro, kes",fail,0.5,97.5
"kes, lim, kes",bonus_x2,0.5,98.0
"src, tre, tre",Duple_vockice,-1.5,96.5
"src, kes, lim",fail,0.5,97.0
"jag, tre, tre",Duple_vockice,-0.5,96.5
"lim, src, tre",fail,0.5,97.0
"gro, kes, nar",fail,0.5,97.5
"lim, lim, gro",Duple_vockice,-0.5,97.0
"tre, tre, tre",Vocni_jackpot,-2.5,94.5
"nar, jag, gro",fail,0.5,95.0
"nar, jag, lim",fail,0.5,95.5
"nar, tre, lim",fail,0.5,96.0
"nar, src, nar",Duple_vockice,-0.5,95.5
"gro, lim, kes",fail,0.5,96.0
"kes, nar, tre",fail,0.5,96.5
"src, lim, nar",fail,0.5,97.0
"lim, src, jag",fail,0.5,97.5
"jag, gro, jag",Duple_vockice,-0.5,97.0
"tre, src, kes",fail,0.5,97.5
"src, lim, tre",fail,0.5,98.0
"nar, lim, lim",Duple_vockice,-0.5,97.5
"jag, gro, lim",fail,0.5,98.0
"tre, tre, jag",Duple_vockice,-0.5,97.5
"gro, gro, lim",Duple_vockice,-0.5,97.0
"gro, kes, jag",fail,0.5,97.5
"lim, kes, tre",fail,0.5,98.0
"tre, tre, tre",Vocni_jackpot,-2.5,95.5
"nar, kes, jag",fail,0.5,96.0
"src, nar, tre",fail,0.5,96.5
"kes, lim, lim",Duple_vockice,-0.5,96.0
"nar, kes, nar",Duple_vockice,-0.5,95.5
"tre, jag, lim",fail,0.5,96.0
"tre, kes, gro",fail,0.5,96.5
"tre, tre, gro",Duple_vockice,-0.5,96.0
"gro, lim, jag",fail,0.5,96.5
"kes, jag, gro",fail,0.5,97.0
"tre, nar, lim",fail,0.5,97.5
"gro, kes, jag",fail,0.5,98.0
"tre, lim, gro",fail,0.5,98.5
"tre, gro, gro",Duple_vockice,-0.5,98.0
"gro, jag, lim",fail,0.5,98.5
"kes, lim, kes",bonus_x2,0.5,99.0
"gro, src, tre",fail,0.5,99.5
"kes, gro, tre",fail,0.5,100.0
"kes, lim, kes",bonus_x2,0.5,100.5
"src, src, gro",free_spin,0.5,101.0
"tre, lim, lim",Duple_vockice,-2.0,99.0
"src, lim, kes",fail,0.5,99.5
"nar, nar, lim",Duple_vockice,-0.5,99.0
"jag, lim, tre",fail,0.5,99.5
"jag, gro, tre",fail,0.5,100.0
"nar, nar, lim",Duple_vockice,-0.5,99.5
"lim, gro, tre",fail,0.5,100.0
"jag, tre, nar",fail,0.5,100.5
"src, kes, lim",fail,0.5,101.0
"src, jag, nar",fail,0.5,101.5
"kes, nar, jag",fail,0.5,102.0
"nar, nar, tre",Duple_vockice,-0.5,101.5
"lim, lim, tre",Duple_vockice,-0.5,101.0
"nar, tre, gro",fail,0.5,101.5
"jag, lim, tre",fail,0.5,102.0
"jag, jag, tre",Duple_vockice,-0.5,101.5
"gro, kes, tre",fail,0.5,102.0
"jag, lim, jag",Duple_vockice,-0.5,101.5
"jag, src, tre",fail,0.5,102.0
"lim, lim, jag",Duple_vockice,-0.5,101.5
"nar, gro, lim",fail,0.5,102.0
"tre, jag, kes",fail,0.5,102.5
"tre, nar, nar",Duple_vockice,-0.5,102.0
"kes, lim, jag",fail,0.5,102.5
"lim, jag, tre",fail,0.5,103.0
"gro, nar, lim",fail,0.5,103.5
"lim, kes, tre",fail,0.5,104.0
"tre, gro, lim",fail,0.5,104.5
"src, jag, tre",fail,0.5,105.0
"jag, gro, tre",fail,0.5,105.5
"tre, jag, kes",fail,0.5,106.0
"tre, lim, lim",Duple_vockice,-0.5,105.5
"nar, src, gro",fail,0.5,106.0
"nar, jag, jag",Duple_vockice,-0.5,105.5
"jag, lim, jag",Duple_vockice,-0.5,105.0
"lim, gro, tre",fail,0.5,105.5
"tre, gro, tre",Duple_vockice,-0.5,105.0
"src, src, tre",free_spin,0.5,105.5
"lim, nar, jag",fail,0.0,105.5
"tre, tre, tre",Vocni_jackpot,-2.5,103.0
"tre, lim, jag",fail,0.5,103.5
"kes, lim, jag",fail,0.5,104.0
"tre, lim, tre",Duple_vockice,-0.5,103.5
"jag, src, nar",fail,0.5,104.0
"gro, gro, tre",Duple_vockice,-0.5,103.5
"lim, kes, lim",Duple_vockice,-0.5,103.0
"kes, tre, tre",Duple_vockice,-0.5,102.5
"kes, src, lim",fail,0.5,103.0
"lim, lim, kes",Duple_vockice,-0.5,102.5
"nar, lim, tre",fail,0.5,103.0
"tre, tre, tre",Vocni_jackpot,-2.5,100.5
"src, lim, tre",fail,0.5,101.0
"src, src, gro",free_spin,0.5,101.5
"lim, src, tre",fail,0.0,101.5
"lim, lim, tre",Duple_vockice,-0.5,101.0
"jag, lim, gro",fail,0.5,101.5
"gro, kes, nar",fail,0.5,102.0
"nar, nar, tre",Duple_vockice,-0.5,101.5
"src, jag, jag",Duple_vockice,-0.5,101.0
"kes, nar, nar",Duple_vockice,-0.5,100.5
"tre, lim, jag",fail,0.5,101.0
"lim, jag, kes",fail,0.5,101.5
"lim, gro, tre",fail,0.5,102.0
"gro, lim, nar",fail,0.5,102.5
"nar, kes, gro",fail,0.5,103.0
"nar, gro, nar",Duple_vockice,-0.5,102.5
"jag, kes, jag",Duple_vockice,-0.5,102.0
"tre, gro, tre",Duple_vockice,-0.5,101.5
"src, lim, tre",fail,0.5,102.0
"gro, kes, tre",fail,0.5,102.5
"tre, nar, nar",Duple_vockice,-0.5,102.0
"gro, jag, nar",fail,0.5,102.5
"kes, src, tre",fail,0.5,103.0
"lim, jag, tre",fail,0.5,103.5
"jag, nar, tre",fail,0.5,104.0
"lim, nar, jag",fail,0.5,104.5
"jag, src, tre",fail,0.5,105.0
"tre, jag, nar",fail,0.5,105.5
"gro, jag, gro",Duple_vockice,-0.5,105.0
"lim, tre, kes",fail,0.5,105.5
"lim, lim, tre",Duple_vockice,-0.5,105.0
"kes, tre, tre",Duple_vockice,-0.5,104.5
"lim, lim, tre",Duple_vockice,-0.5,104.0
"src, jag, jag",Duple_vockice,-0.5,103.5
"nar, tre, gro",fail,0.5,104.0
"nar, lim, tre",fail,0.5,104.5
"nar, lim, lim",Duple_vockice,-0.5,104.0
"tre, gro, lim",fail,0.5,104.5
"src, tre, tre",Duple_vockice,-0.5,104.0
"tre, nar, nar",Duple_vockice,-0.5,103.5
"lim, src, tre",fail,0.5,104.0
"kes, tre, tre",Duple_vockice,-0.5,103.5
"gro, lim, gro",Duple_vockice,-0.5,103.0
"src, lim, nar",fail,0.5,103.5
"tre, gro, jag",fail,0.5,104.0
"nar, src, kes",fail,0.5,104.5
"jag, nar, tre",fail,0.5,105.0
"kes, tre, tre",Duple_vockice,-0.5,104.5
"tre, gro, lim",fail,0.5,105.0
"lim, lim, lim",Vocni_jackpot,-2.5,102.5
"jag, gro, tre",fail,0.5,103.0
"tre, jag, jag",Duple_vockice,-0.5,102.5
"gro, nar, tre",fail,0.5,103.0
"jag, tre, nar",fail,0.5,103.5
"nar, lim, tre",fail,0.5,104.0
"src, gro, tre",fail,0.5,104.5
"lim, nar, kes",fail,0.5,105.0
"lim, jag, nar",fail,0.5,105.5
"kes, nar, tre",fail,0.5,106.0
"src, lim, gro",fail,0.5,106.5
"nar, nar, tre",Duple_vockice,-0.5,106.0
"tre, lim, tre",Duple_vockice,-0.5,105.5
"jag, lim, kes",fail,0.5,106.0
"nar, nar, tre",Duple_vockice,-0.5,105.5
"lim, kes, tre",fail,0.5,106.0
"lim, src, nar",fail,0.5,106.5
"jag, jag, lim",Duple_vockice,-0.5,106.0
"tre, gro, lim",fail,0.5,106.5
"tre, lim, nar",fail,0.5,107.0
"tre, lim, tre",Duple_vockice,-0.5,106.5
"tre, src, nar",fail,0.5,107.0
"src, lim, lim",Duple_vockice,-0.5,106.5
"tre, nar, jag",fail,0.5,107.0
"nar, lim, nar",Duple_vockice,-0.5,106.5
"gro, src, kes",fail,0.5,107.0
"tre, kes, nar",fail,0.5,107.5
"tre, tre, lim",Duple_vockice,-0.5,107.0
"nar, lim, tre",fail,0.5,107.5
"nar, lim, tre",fail,0.5,108.0
"tre, lim, tre",Duple_vockice,-0.5,107.5
"lim, jag, gro",fail,0.5,108.0
"tre, lim, nar",fail,0.5,108.5
"nar, jag, lim",fail,0.5,109.0
"gro, nar, tre",fail,0.5,109.5
"tre, gro, nar",fail,0.5,110.0
"lim, src, tre",fail,0.5,110.5
"gro, nar, lim",fail,0.5,111.0
"kes, kes, lim",bonus_x2,0.5,111.5
"lim, jag, kes",fail,0.5,112.0
"tre, nar, nar",Duple_vockice,-0.5,111.5
"lim, tre, lim",Duple_vockice,-0.5,111.0
"tre, src, kes",fail,0.5,111.5
"kes, gro, nar",fail,0.5,112.0
"jag, src, tre",fail,0.5,112.5
"lim, jag, nar",fail,0.5,113.0
"gro, lim, tre",fail,0.5,113.5
"tre, src, gro",fail,0.5,114.0
"nar, tre, nar",Duple_vockice,-0.5,113.5
"tre, tre, kes",Duple_vockice,-0.5,113.0
"kes, gro, kes",bonus_x2,0.5,113.5
"tre, jag, tre",Duple_vockice,-1.5,112.0
"nar, nar, kes",Duple_vockice,-0.5,111.5
"lim, nar, tre",fail,0.5,112.0
"kes, jag, nar",fail,0.5,112.5
"lim, kes, tre",fail,0.5,113.0
"kes, kes, tre",bonus_x2,0.5,113.5
"tre, lim, tre",Duple_vockice,-1.5,112.0
"tre, tre, gro",Duple_vockice,-0.5,111.5
"kes, tre, lim",fail,0.5,112.0
"tre, lim, tre",Duple_vockice,-0.5,111.5
"kes, kes, nar",bonus_x2,0.5,112.0
"jag, nar, lim",fail,0.5,112.5
"nar, nar, gro",Duple_vockice,-0.5,112.0
"gro, tre, lim",fail,0.5,112.5
"gro, jag, lim",fail,0.5,113.0
"jag, lim, nar",fail,0.5,113.5
"tre, src, nar",fail,0.5,114.0
"gro, lim, tre",fail,0.5,114.5
"src, kes, lim",fail,0.5,115.0
"kes, lim, gro",fail,0.5,115.5
"nar, nar, nar",Vocni_jackpot,-2.5,113.0
"src, jag, jag",Duple_vockice,-0.5,112.5
"tre, src, gro",fail,0.5,113.0
"nar, nar, nar",Vocni_jackpot,-2.5,110.5
"jag, lim, nar",fail,0.5,111.0
"lim, nar, kes",fail,0.5,111.5
"kes, gro, nar",fail,0.5,112.0
"jag, tre, jag",Duple_vockice,-0.5,111.5
"tre, src, tre",Duple_vockice,-0.5,111.0
"src, jag, tre",fail,0.5,111.5
"src, gro, tre",fail,0.5,112.0
"tre, kes, kes",bonus_x2,0.5,112.5
"kes, nar, nar",Duple_vockice,-1.5,111.0
"src, lim, tre",fail,0.5,111.5
"src, nar, tre",fail,0.5,112.0
"tre, lim, nar",fail,0.5,112.5
"kes, kes, lim",bonus_x2,0.5,113.0
"src, gro, nar",fail,0.5,113.5
"jag, src, tre",fail,0.5,114.0
"src, gro, tre",fail,0.5,114.5
"src, lim, tre",fail,0.5,115.0
"kes, kes, nar",bonus_x2,0.5,115.5
"src, gro, lim",fail,0.5,116.0
"nar, lim, tre",fail,0.5,116.5
"jag, lim, gro",fail,0.5,117.0
"kes, src, jag",fail,0.5,117.5
"jag, lim, gro",fail,0.5,118.0
"tre, nar, tre",Duple_vockice,-0.5,117.5
"gro, lim, tre",fail,0.5,118.0
"tre, gro, tre",Duple_vockice,-0.5,117.5
"tre, kes, lim",fail,0.5,118.0
"jag, lim, tre",fail,0.5,118.5
"jag, src, nar",fail,0.5,119.0
"lim, tre, nar",fail,0.5,119.5
"jag, nar, jag",Duple_vockice,-0.5,119.0
"gro, jag, gro",Duple_vockice,-0.5,118.5
"tre, gro, tre",Duple_vockice,-0.5,118.0
"jag, lim, nar",fail,0.5,118.5
"tre, tre, nar",Duple_vockice,-0.5,118.0
"nar, src, kes",fail,0.5,118.5
"jag, lim, nar",fail,0.5,119.0
"tre, lim, gro",fail,0.5,119.5
"tre, tre, tre",Vocni_jackpot,-2.5,117.0
"lim, tre, tre",Duple_vockice,-0.5,116.5
"kes, kes, jag",bonus_x2,0.5,117.0
"jag, src, kes",fail,0.5,117.5
"lim, gro, lim",Duple_vockice,-0.5,117.0
"nar, lim, nar",Duple_vockice,-0.5,116.5
"tre, lim, tre",Duple_vockice,-0.5,116.0
"lim, nar, nar",Duple_vockice,-0.5,115.5
"lim, lim, lim",Vocni_jackpot,-2.5,113.0
"lim, jag, tre",fail,0.5,113.5
"src, nar, kes",fail,0.5,114.0
"kes, lim, nar",fail,0.5,114.5
"tre, jag, lim",fail,0.5,115.0
"tre, nar, tre",Duple_vockice,-0.5,114.5
"kes, gro, tre",fail,0.5,115.0
"jag, src, jag",Duple_vockice,-0.5,114.5
"gro, lim, tre",fail,0.5,115.0
"src, nar, kes",fail,0.5,115.5
"tre, jag, tre",Duple_vockice,-0.5,115.0
"kes, nar, kes",bonus_x2,0.5,115.5
"nar, lim, jag",fail,0.5,116.0
"gro, kes, kes",bonus_x2,0.5,116.5
"nar, src, kes",fail,0.5,117.0
"nar, src, tre",fail,0.5,117.5
"src, jag, jag",Duple_vockice,-0.5,117.0
"lim, gro, tre",fail,0.5,117.5
"src, jag, tre",fail,0.5,118.0
"src, kes, kes",bonus_x2,0.5,118.5
"gro, nar, tre",fail,0.5,119.0
"tre, lim, jag",fail,0.5,119.5
"tre, nar, lim",fail,0.5,120.0
"tre, gro, gro",Duple_vockice,-0.5,119.5
"jag, lim, kes",fail,0.5,120.0
"kes, src, kes",bonus_x2,0.5,120.5
"tre, gro, gro",Duple_vockice,-1.5,119.0
"tre, lim, lim",Duple_vockice,-0.5,118.5
"src, tre, tre",Duple_vockice,-0.5,118.0
"src, gro, lim",fail,0.5,118.5
"tre, lim, tre",Duple_vockice,-0.5,118.0
"nar, nar, tre",Duple_vockice,-0.5,117.5
"tre, nar, lim",fail,0.5,118.0
"lim, tre, gro",fail,0.5,118.5
"src, tre, tre",Duple_vockice,-0.5,118.0
"tre, tre, gro",Duple_vockice,-0.5,117.5
"gro, nar, jag",fail,0.5,118.0
"src, kes, kes",bonus_x2,0.5,118.5
"tre, nar, tre",Duple_vockice,-1.5,117.0
"src, kes, nar",fail,0.5,117.5
"gro, src, kes",fail,0.5,118.0
"gro, lim, gro",Duple_vockice,-0.5,117.5
"lim, lim, kes",Duple_vockice,-0.5,117.0
"jag, lim, tre",fail,0.5,117.5
"kes, gro, gro",Duple_vockice,-0.5,117.0
"tre, lim, tre",Duple_vockice,-0.5,116.5
"tre, lim, tre",Duple_vockice,-0.5,116.0
"kes, gro, jag",fail,0.5,116.5
"tre, lim, nar",fail,0.5,117.0
"tre, gro, tre",Duple_vockice,-0.5,116.5
"src, lim, tre",fail,0.5,117.0
"tre, nar, lim",fail,0.5,117.5
"jag, tre, tre",Duple_vockice,-0.5,117.0
"kes, gro, kes",bonus_x2,0.5,117.5
"lim, src, lim",Duple_vockice,-1.5,116.0
"src, jag, kes",fail,0.5,116.5
"gro, lim, tre",fail,0.5,117.0
"gro, gro, tre",Duple_vockice,-0.5,116.5
"gro, jag, lim",fail,0.5,117.0
"kes, gro, tre",fail,0.5,117.5
"src, gro, jag",fail,0.5,118.0
"src, gro, tre",fail,0.5,118.5
"gro, nar, kes",fail,0.5,119.0
"src, lim, tre",fail,0.5,119.5
"tre, gro, gro",Duple_vockice,-0.5,119.0
"src, lim, lim",Duple_vockice,-0.5,118.5
"tre, gro, kes",fail,0.5,119.0
"nar, tre, tre",Duple_vockice,-0.5,118.5
"tre, lim, jag",fail,0.5,119.0
"kes, gro, tre",fail,0.5,119.5
"tre, kes, nar",fail,0.5,120.0
"jag, src, lim",fail,0.5,120.5
"kes, lim, jag",fail,0.5,121.0
"tre, lim, nar",fail,0.5,121.5
"lim, src, lim",Duple_vockice,-0.5,121.0
"nar, jag, lim",fail,0.5,121.5
"nar, nar, lim",Duple_vockice,-0.5,121.0
"jag, src, tre",fail,0.5,121.5
"tre, gro, tre",Duple_vockice,-0.5,121.0
"gro, kes, jag",fail,0.5,121.5
"kes, gro, lim",fail,0.5,122.0
"tre, jag, tre",Duple_vockice,-0.5,121.5
"jag, src, jag",Duple_vockice,-0.5,121.0
"lim, jag, tre",fail,0.5,121.5
"src, src, nar",free_spin,0.5,122.0
"kes, jag, jag",Duple_vockice,-1.0,121.0
"nar, src, nar",Duple_vockice,-0.5,120.5
"tre, jag, nar",fail,0.5,121.0
"lim, lim, tre",Duple_vockice,-0.5,120.5
"tre, kes, nar",fail,0.5,121.0
"jag, nar, jag",Duple_vockice,-0.5,120.5
"gro, lim, tre",fail,0.5,121.0
"lim, tre, tre",Duple_vockice,-0.5,120.5
"kes, src, tre",fail,0.5,121.0
"tre, lim, tre",Duple_vockice,-0.5,120.5
"kes, tre, tre",Duple_vockice,-0.5,120.0
"nar, src, jag",fail,0.5,120.5
"lim, nar, nar",Duple_vockice,-0.5,120.0
"jag, lim, tre",fail,0.5,120.5
"gro, tre, kes",fail,0.5,121.0
"tre, kes, gro",fail,0.5,121.5
"jag, lim, tre",fail,0.5,122.0
"tre, gro, jag",fail,0.5,122.5
"nar, src, tre",fail,0.5,123.0
"tre, lim, tre",Duple_vockice,-0.5,122.5
"nar, lim, gro",fail,0.5,123.0
"tre, jag, jag",Duple_vockice,-0.5,122.5
"tre, nar, tre",Duple_vockice,-0.5,122.0
"gro, kes, jag",fail,0.5,122.5
"src, lim, kes",fail,0.5,123.0
"kes, kes, gro",bonus_x2,0.5,123.5
"jag, nar, tre",fail,0.5,124.0
"gro, lim, kes",fail,0.5,124.5
"gro, lim, tre",fail,0.5,125.0
"tre, kes, jag",fail,0.5,125.5
"nar, jag, kes",fail,0.5,126.0
"nar, gro, kes",fail,0.5,126.5
"nar, lim, kes",fail,0.5,127.0
"lim, lim, jag",Duple_vockice,-0.5,126.5
"lim, kes, jag",fail,0.5,127.0
"gro, nar, tre",fail,0.5,127.5
"tre, lim, tre",Duple_vockice,-0.5,127.0
"gro, jag, tre",fail,0.5,127.5
"gro, src, gro",Duple_vockice,-0.5,127.0
"src, src, jag",free_spin,0.5,127.5
"jag, src, jag",Duple_vockice,-1.0,126.5
"nar, nar, tre",Duple_vockice,-0.5,126.0
"tre, jag, jag",Duple_vockice,-0.5,125.5
"nar, kes, nar",Duple_vockice,-0.5,125.0
"src, src, tre",free_spin,0.5,125.5
"lim, lim, tre",Duple_vockice,-1.0,124.5
"src, jag, jag",Duple_vockice,-0.5,124.0
"nar, kes, tre",fail,0.5,124.5
"nar, jag, kes",fail,0.5,125.0
"gro, kes, nar",fail,0.5,125.5
"src, gro, nar",fail,0.5,126.0
"gro, kes, lim",fail,0.5,126.5
"tre, lim, tre",Duple_vockice,-0.5,126.0
"nar, lim, kes",fail,0.5,126.5
"tre, kes, lim",fail,0.5,127.0
"gro, nar, tre",fail,0.5,127.5
"kes, kes, gro",bonus_x2,0.5,128.0
"lim, gro, tre",fail,0.5,128.5
"lim, lim, gro",Duple_vockice,-0.5,128.0
"kes, jag, kes",bonus_x2,0.5,128.5
"nar, kes, gro",fail,0.5,129.0
"src, nar, kes",fail,0.5,129.5
"kes, lim, kes",bonus_x2,0.5,130.0
"lim, tre, tre",Duple_vockice,-1.5,128.5
"gro, lim, jag",fail,0.5,129.0
"jag, jag, gro",Duple_vockice,-0.5,128.5
"gro, jag, tre",fail,0.5,129.0
"jag, src, gro",fail,0.5,129.5
"gro, src, jag",fail,0.5,130.0
"jag, nar, tre",fail,0.5,130.5
"nar, lim, gro",fail,0.5,131.0
"gro, gro, tre",Duple_vockice,-0.5,130.5
"tre, src, lim",fail,0.5,131.0
"tre, gro, tre",Duple_vockice,-0.5,130.5
"lim, tre, tre",Duple_vockice,-0.5,130.0
"lim, kes, kes",bonus_x2,0.5,130.5
"gro, src, gro",Duple_vockice,-1.5,129.0
"src, kes, jag",fail,0.5,129.5
"gro, tre, kes",fail,0.5,130.0
"tre, lim, tre",Duple_vockice,-0.5,129.5
"tre, src, gro",fail,0.5,130.0
"gro, nar, tre",fail,0.5,130.5
"lim, src, tre",fail,0.5,131.0
"src, kes, tre",fail,0.5,131.5
"nar, gro, lim",fail,0.5,132.0
"tre, tre, tre",Vocni_jackpot,-2.5,129.5
"src, lim, nar",fail,0.5,130.0
"kes, lim, tre",fail,0.5,130.5
"kes, src, jag",fail,0.5,131.0
"gro, lim, kes",fail,0.5,131.5
"lim, tre, kes",fail,0.5,132.0
"src, nar, gro",fail,0.5,132.5
"tre, nar, lim",fail,0.5,133.0
"nar, jag, tre",fail,0.5,133.5
"src, nar, jag",fail,0.5,134.0
"kes, gro, jag",fail,0.5,134.5
"gro, gro, jag",Duple_vockice,-0.5,134.0
"gro, lim, tre",fail,0.5,134.5
"kes, kes, tre",bonus_x2,0.5,135.0
"jag, lim, jag",Duple_vockice,-1.5,133.5
"gro, nar, tre",fail,0.5,134.0
"jag, nar, nar",Duple_vockice,-0.5,133.5
"kes, src, jag",fail,0.5,134.0
"jag, kes, jag",Duple_vockice,-0.5,133.5
"kes, lim, nar",fail,0.5,134.0
"tre, nar, jag",fail,0.5,134.5
"jag, src, tre",fail,0.5,135.0
"gro, src, kes",fail,0.5,135.5
"lim, kes, tre",fail,0.5,136.0
"gro, kes, kes",bonus_x2,0.5,136.5
"lim, kes, gro",fail,0.5,137.0
"kes, tre, kes",bonus_x2,0.5,137.5
"nar, lim, gro",fail,0.5,138.0
"lim, gro, nar",fail,0.5,138.5
"tre, src, kes",fail,0.5,139.0
"src, tre, gro",fail,0.5,139.5
"tre, jag, jag",Duple_vockice,-0.5,139.0
"tre, lim, nar",fail,0.5,139.5
"gro, lim, tre",fail,0.5,140.0
"kes, nar, tre",fail,0.5,140.5
"kes, nar, tre",fail,0.5,141.0
"src, lim, nar",fail,0.5,141.5
"tre, jag, tre",Duple_vockice,-0.5,141.0
"tre, gro, tre",Duple_vockice,-0.5,140.5
"nar, kes, jag",fail,0.5,141.0
"jag, nar, gro",fail,0.5,141.5
"src, kes, gro",fail,0.5,142.0
"src, nar, nar",Duple_vockice,-0.5,141.5
"tre, src, gro",fail,0.5,142.0
"tre, nar, gro",fail,0.5,142.5
"jag, jag, lim",Duple_vockice,-0.5,142.0
"lim, jag, tre",fail,0.5,142.5
"jag, lim, tre",fail,0.5,143.0
"jag, lim, jag",Duple_vockice,-0.5,142.5
"tre, lim, jag",fail,0.5,143.0
"jag, src, tre",fail,0.5,143.5
"src, jag, jag",Duple_vockice,-0.5,143.0
"lim, lim, lim",Vocni_jackpot,-2.5,140.5
"tre, lim, nar",fail,0.5,141.0
"jag, tre, kes",fail,0.5,141.5
"lim, lim, tre",Duple_vockice,-0.5,141.0
"tre, tre, tre",Vocni_jackpot,-2.5,138.5
"src, lim, gro",fail,0.5,139.0
"nar, lim, jag",fail,0.5,139.5
"lim, gro, lim",Duple_vockice,-0.5,139.0
"nar, src, gro",fail,0.5,139.5
"nar, gro, jag",fail,0.5,140.0
"nar, gro, lim",fail,0.5,140.5
"lim, kes, tre",fail,0.5,141.0
"lim, src, lim",Duple_vockice,-0.5,140.5
"gro, lim, kes",fail,0.5,141.0
"nar, tre, tre",Duple_vockice,-0.5,140.5
"jag, src, nar",fail,0.5,141.0
"nar, lim, tre",fail,0.5,141.5
"tre, gro, gro",Duple_vockice,-0.5,141.0
"jag, kes, jag",Duple_vockice,-0.5,140.5
"src, lim, lim",Duple_vockice,-0.5,140.0
"kes, lim, tre",fail,0.5,140.5
"gro, tre, gro",Duple_vockice,-0.5,140.0
"nar, tre, tre",Duple_vockice,-0.5,139.5
"nar, kes, tre",fail,0.5,140.0
"tre, nar, jag",fail,0.5,140.5
"kes, lim, tre",fail,0.5,141.0
"tre, nar, nar",Duple_vockice,-0.5,140.5
"gro, tre, lim",fail,0.5,141.0
"kes, lim, tre",fail,0.5,141.5
"kes, gro, nar",fail,0.5,142.0
"gro, tre, tre",Duple_vockice,-0.5,141.5
"tre, gro, tre",Duple_vockice,-0.5,141.0
"src, kes, lim",fail,0.5,141.5
"lim, gro, jag",fail,0.5,142.0
"lim, kes, nar",fail,0.5,142.5
"kes, lim, jag",fail,0.5,143.0
"gro, nar, jag",fail,0.5,143.5
"tre, lim, lim",Duple_vockice,-0.5,143.0
"jag, tre, jag",Duple_vockice,-0.5,142.5
"nar, lim, jag",fail,0.5,143.0
"kes, kes, lim",bonus_x2,0.5,143.5
"gro, lim, gro",Duple_vockice,-1.5,142.0
"jag, jag, tre",Duple_vockice,-0.5,141.5
"gro, lim, tre",fail,0.5,142.0
"gro, lim, tre",fail,0.5,142.5
"src, lim, lim",Duple_vockice,-0.5,142.0
"nar, kes, nar",Duple_vockice,-0.5,141.5
"kes, gro, lim",fail,0.5,142.0
"lim, lim, tre",Duple_vockice,-0.5,141.5
"lim, src, gro",fail,0.5,142.0
"tre, src, nar",fail,0.5,142.5
"tre, src, tre",Duple_vockice,-0.5,142.0
"src, nar, gro",fail,0.5,142.5
"nar, nar, kes",Duple_vockice,-0.5,142.0
"jag, nar, nar",Duple_vockice,-0.5,141.5
"gro, nar, jag",fail,0.5,142.0
"gro, tre, tre",Duple_vockice,-0.5,141.5
"tre, lim, kes",fail,0.5,142.0
"gro, jag, kes",fail,0.5,142.5
"lim, lim, tre",Duple_vockice,-0.5,142.0
"lim, lim, tre",Duple_vockice,-0.5,141.5
"kes, kes, tre",bonus_x2,0.5,142.0
"src, tre, kes",fail,0.5,142.5
"gro, kes, jag",fail,0.5,143.0
"src, lim, tre",fail,0.5,143.5
"gro, kes, tre",fail,0.5,144.0
"nar, tre, tre",Duple_vockice,-0.5,143.5
"kes, jag, jag",Duple_vockice,-0.5,143.0
"kes, lim, tre",fail,0.5,143.5
"nar, tre, tre",Duple_vockice,-0.5,143.0
"jag, gro, tre",fail,0.5,143.5
"jag, jag, gro",Duple_vockice,-0.5,143.0
"lim, nar, tre",fail,0.5,143.5
"kes, lim, jag",fail,0.5,144.0
"tre, lim, tre",Duple_vockice,-0.5,143.5
"jag, jag, gro",Duple_vockice,-0.5,143.0
"kes, nar, gro",fail,0.5,143.5
"jag, kes, tre",fail,0.5,144.0
